"","V1","V2"
"1",2.44165322757326,31.7717464310117
"2",7.1833715277724,4.06480552465655
"3",5.48264548680745,21.8953144126572
"4",5.65713137718849,24.5469418340363
"5",8.43787551294081,19.3340800835285
"6",7.7166928044986,40.8785538133234
"7",5.09509471999481,20.3713465211913
"8",0.857554905628786,10.7120591346174
"9",9.30829953695648,47.4191351798363
"10",9.05129112168215,35.9723297343589
"11",8.23430074034259,37.0893409785349
"12",3.89648320833221,16.7914879885502
"13",3.53656580895185,46.6116399995517
"14",6.1228083204478,41.9592720607761
"15",1.10029253726825,39.8695633180905
"16",8.81546231857501,0.783127540023997
"17",0.791603089123964,25.3398323282599
"18",6.92224190747365,9.98240348533727
"19",3.75805602418259,32.4857107808348
"20",2.24111459357664,14.8724439477082
"21",5.96806984129362,27.6230053752661
"22",6.27748076729476,45.7260346815456
"23",4.56810991298407,18.0564206021372
"24",9.94170036935247,33.8016885276884
"25",0.33221680438146,34.8988043265417
"26",4.30843280046247,44.1171244070865
"27",6.57593191410415,48.2328067431226
"28",1.2926981291268,13.5033914933447
"29",2.64470116845332,23.9240772738121
"30",0.039039314026013,30.9520744469482
"31",4.75011132657528,11.9096399047412
"32",4.96024165358394,12.7250250924844
"33",7.41264596334659,49.2020009949338
"34",6.60068933819421,6.118158348836
"35",1.78987803952768,3.57818121393211
"36",3.29948846390471,26.5182268910576
"37",8.65275954646058,43.5583071887959
"38",8.04930563415401,5.3562510071788
"39",7.87637574770488,42.7642710362561
"40",9.4090922923293,2.08750780276023
"41",9.78349171476439,29.327659107279
"42",3.01202168567106,17.8371314501856
"43",2.83911234633997,38.847170483321
"44",7.29728513448499,28.0909626036882
"45",2.13711650599726,15.4305028601084
"46",1.57686022841372,1.81726107839495
"47",1.80462339147925,8.69848325336352
"48",4.10596009460278,22.2571752145886
"49",0.517201097356156,36.3180189949926
"50",5.36618977948092,7.5408510111738
